overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
4.0,True,"10 30, 2015",AN57VHMQWIKW3,B00006IBY9,"{'Size:': ' 1-pack', 'Style:': ' 8 Tab'}",zellus188,Good product,Four Stars,1446163200,,
4.0,True,"06 8, 2018",A2L6QR6TWL2N7W,B00PG78X7Y,,Mayra,"Super for drawing in pen
cil",Good,1528416000,,
4.0,True,"07 20, 2014",A3PJJTAKISAFI9,B005VC8CG6,{'Style:': ' Canon PG-240XL/CL-241XL Ink/Paper Combo Pack'},pamboy,does not warns about low in ink even if ink cartridge is new.,Four Stars,1405814400,,
4.0,True,"07 16, 2016",A5Y39NJL3GNST,B00G57DFDG,{'Package Type:': ' Standard Packaging'},Mike Terry,"This does what I want but its hard to tell if its on or off.  Otherwise, its a good unit.",Not too bad,1468627200,,
4.0,False,"06 14, 2015",A1TP2RW7KDI5AZ,B00UHJDOX4,"{'Size:': ' 3-Count', 'Color:': ' Black', 'Package Type:': ' Standard Packaging'}",John Werner,"I shouldnt be surprised...Uni-Ball has married the felt tip and the rollerball.  Im not disappointed either because the line is precise like a rollerball yet when ample pressure (not too much, don't get over zealous as it will ruin pen) is applied the line gets darker and wider like a felt, at least a little bit.  You can use this for regular writing and things youd like to make a bit more impact and width stroke, within reason, like labeling for instance.  The bottom line is the pen writes nice lines and does so fairly effortlessly.  The Air for an all plastic pen is cosmetically nice looking, and ergonomically comfortable to use.  Theres not much to complain about here since the cost is so low.  Try it you cant lose much even if it isn't your cup of tea.  I was using a Sharpie with fine hard felt stinger like tip for making kitchen lists.  It would bleed a little bit through the page like dots.  This pen doesnt do that which I find a bonus too.",Light and Smooth Pen...Kinda Like A Sharpie Meets A Rollerball.,1434240000,,
4.0,False,"05 21, 2015",A2M6OZ8KDJGIJK,B00OPEAW6E,,Thistle,"Nice card, well made, has colorful dots on front accented with glitter dots and sequins, with a detachable balloon. The banner at the bottom says ""The way to fill the day with fun"" and inside it says ""Just add a little you"". The red envelope has a colorful striped lining for added fun.
Extra postage is required if mailing.
This is a cute card that anyone would enjoy receiving.","Nicely made, cute and fun.",1432166400,,
4.0,False,"09 27, 2014",A38AKSRTPDI337,1622263995,{'Color:': ' Cream'},Cajun Gourmet,"Good quality.  Takes a quick vegetable oil spray immediately before scooping in the muffin batter without wilting.  Only thing is you do need to separate them and depending upon the humidity in your area (our's is nearly 100 on many days), the cups will stick together so you have concentrate and separate them as you go.",You won't be disappointed with these.,1411776000,,
4.0,True,"05 24, 2017",A1ZJTEX0SSQH14,B000GAU2RU,"{'Size:': ' 0.5mm', 'Style:': ' 1 Pack'}",Amazon Customer,"It's a good pencil, but everything comes with some cons:
- I have a tight grip and write hard. When doing so, the grip sometimes twists and unscrews itself. I think I got it to quit, but I had to tighten it so hard, it felt like I was going to break it.
- When you actuate the nib, the clip is what holds it out. When you push the clip, the pencil retracts really hard, and it feels like over time this will damage the plastic locking mechanism. I came up with a method where I keep the pencil actuated with my thumb, and release the clip gently.

All around decent pencil. I'm still anticipating finding my dream pencil, and sadly this wasn't it. If anyone has found a better pencil, let me know.","It's a good pencil, but everything comes with some cons",1495584000,,
4.0,False,"07 11, 2014",A1T2ZO4ARVSUGE,B00F6WGEVQ,{'Color:': ' Black'},Dave Greenbaum,"Swingline designed this shredder for home office or small office use.  The specifications say it shreds 12 pages at once, but that depends on paper thickness.  At about 8 pages this shredder really started to groan.  Even with one sheet its louder than I would expect.

Some of the features I like about this shredder is a handle to remove the top piece so you can empty the basket without touching the blades. The transparent plastic allows you to see when the basket is full.  I also like that it has an off switch, a nice safety feature.  When the shredder is on, it has a green light indicator.

Some of the features I didn't like was although this model will shred credit cards, it shreds them directly into the paper basket.  This makes recycling paper difficult.  The cd shredder has a separate basket. The CD shred basket takes up about 20% of the space inside the paper basket, so if you don't shred CDs Id suggest removing the cd basket. All the CD shredder does is cut it into a few pieces.  Id hardly call that shredding.

Good value overall and should handle everyday needs for a small office.",Home Office/Small Office  Shredder That Handles Most Tasks,1405036800,,
4.0,True,"01 5, 2018",A2YULXNMOIUBL3,B00JUG2238,,Ruth L. Willis,"I love the way this pen writes, very silky, I just wish the cap would stay posted better.  Nice weight and makes it fun to grade papers.",I love the way this pen writes,1515110400,,
4.0,False,"01 6, 2015",A221FTADDPHKGN,B00NGZ857Q,,mschanaw,"Once I got past the fact that the iPhone 6 Plus design won't allow for this screen protector to go edge to edge, I felt a little better about using the product. The one thing Im curious about is why they call it tempered glass when it is most likely acrylic glass. So, if you're expecting a stiff inflexible glass sheet, erase that from your mind and expect a clear flexible thin acrylic glass sheet. The product came nicely packaged in a sturdy hard plastic shell case. Everything needed for cleaning and prepping for installation is included  step-by-step instruction, alcohol prep pad, cleaning cloth, and dirt removal tape. Installation was easy, but you have to take your time and care in centering the product to the screen if you care about the final appearance. I don't really know how well reapplying the screen works if you have dust trapped under the screen because I was able to get the product down pretty well on the first try. What I like most about this screen protector is the clarity of the screen as compared to regular film protectors. It lays down easily with no bubble issues like I usually have with film products. The product is rated for 9H+ hardness but Im not about to take a hammer to test it out, haha!",Great clarity!,1420502400,,
4.0,False,"02 28, 2007",A3E3TUHZHUER7Z,B0001LQG9C,,"Ryan Johnson, Annapolis, MD","Have owned the phone system over a year now.  I love the speakerphone, mute,  caller ID features, don't really use the phonebook.  Only two quirks are 1) when recalling a CID number to call back, you might have to press the # button 1 to 3 times to format the number for redialing (1+, 10-digit, 7-digit), and 2) the answering machine *sometimes* doesn't hang up if you pick up the phone if the out-going message is being played - a minor annoyance than many machines of mine have had.

Have not had the problems that others have had with the batteries.  I routinely use the speakerphone, or plug in an ear-bund, clip the phone to a belt or pocket, and walk around the house on a call hands-free.

Answering machine has 3 inboxes, but we only use one.  Range is great, about 2 houses either way.  I wasn't aware that it used both 5.8 GHZ and 2.4 GHz.  I explicitly thought I was avoiding Wi-Fi interference, and none has ever been noted.  I also use 2 older 900 MHz digital phones in the house, but each of their base stations needs a phone line - I specifically bought this to have a phone and charger stand in an office that had no phone line.","Solid phone, great features",1172620800,4,
4.0,True,"02 29, 2016",A3O46XXUSD6T1W,B00178HQCE,,Lazy Cat Lady,Fits most of my acrylic paint stuff - but not everything - the compartments up top don't hold much,Four Stars,1456704000,,
4.0,True,"07 22, 2016",AMXP7YO114PSF,B00004Z4BK,"{'Size:': ' 4 Rolls', 'Package Type:': ' Standard Packaging', 'Style:': ' No Dispenser'}",C Wiseman,"Sticky tape, for shutting boxes, need I say more?",Great tape,1469145600,,
4.0,False,"08 3, 2014",A2QCE7L6GRE3MT,B00FX6KCMM,"{'Size:': ' 1 Binder', 'Color:': ' White'}",Debra,"This strikes me as your average binder - there's no jaw dropping ""heavy duty"" technology, rather you'll open up the box and be struck by how average it is.  I like that the inside pockets are clear rather than opaque and that the D-rings allow the pages to lay flat.  I can't speak to carrying it around in a backpack since that's not how I use binders (and not many binders stand up to that kind of abuse anyway).  For at home use, I think the quality is fine and the product is reasonably priced.",view binder,1407024000,,
4.0,True,"10 9, 2015",A1F4X1UTTENMNE,B00F9MTILQ,,winnie Wen,Great quality! But the price cost a little more than where I got them previously.,Great quality!,1444348800,,
4.0,True,"08 28, 2016",A32B8VXD7RWR5F,B0008GIKQW,{'Size:': ' 2 1/4&quot;'},Amazon Customer,like these much better than rubber bands,Four Stars,1472342400,,
4.0,True,"07 29, 2017",A2T6MZ6CBF3N0Q,B001CD7M1O,,Shailesh Merchant,Good,Four Stars,1501286400,,
4.0,True,"04 28, 2016",A3BDZGD4G8ISAD,B0014CMBKK,{'Style:': ' Plastic'},Steven A.,"This is a very nice product, the shipping was very quick too.  The only reason I am not giving it a 5-star rating is that I wish it were a bit wider, but I am still able to use it.  It has cleared up some desk surface area and I might buy another if it will work with my work phone (I bought this for my home office).",Nice product,1461801600,,
4.0,True,"11 30, 2016",A3EPW1XIVT2U1O,B001GXFAEQ,{'Size:': ' Each'},T. Graydon,"Well, they are sharp and there's a lot of them. All I ever wanted in a single edge razor blade. I am content.","Um, yeah...it's a box of sharp razor blades. My paint scraper and I are both very happy.",1480464000,2,
4.0,True,"05 20, 2016",A33YUSV3W6JR4P,B00FORXKOC,{'Size:': ' Letter Size 100 Pack 5mil'},Alan Adrian Amesquita,nice item,Four Stars,1463702400,,
4.0,False,"06 4, 2017",A1F54PUGJXIP7N,B006CQUHXG,{'Color:': ' Clear'},Qihang L.,"I bought 4 till now, one of which is broken somehow.",Four Stars,1496534400,,
4.0,True,"08 10, 2015",A3PTKNL178T2LB,B000THX47A,"{'Color:': ' Red, Yellow, Blue, Green, Brown, Violet'}",Amazon Customer,I love the size of these chalk pieces. My son can use them easily and fit his hand perfectly. (He is 2 1/2.) The color on the board is very bright and comes off smooth. They are not dustless however and one was broken when we received it. I do like them however and will likely purchase them again.,I love the size of these chalk pieces,1439164800,2,
4.0,True,"05 4, 2016",A12YXUHZNH10TI,B00WUUT8LK,,Pamela Williams,Love this planner but HATE the price! Why does a bunch of paper that probably costs a couple of dollars to print cost so much?!? One star off for inflated prices.,Love Day Runner HATE the price,1462320000,,
4.0,True,"02 11, 2013",A24VVEP0P6ZF5I,B000WU4H5C,"{'Size:': ' 6.9""'}",Mark Downing Heese,"Not exactly the softest wrist pad ive ever used but it does its job.

quick to ship and affordable. cant ask for much more than that.",not exactly soft,1360540800,,
4.0,True,"11 18, 2007",A2JMJVNTBL7K7E,1619924242,"{'Size:': ' 64 Ounce', 'Color:': ' Red'}",Yesuaini99,"I bought it as a birthday gift for my mother (70 years old).
She enjoys this daily by putting celery, apple, grapes, pineapple, carrot, and other healthy vegetables and fruits into the blender and what results are smooth, creamy wonderful juices that will please your taste buds every time.
if you spend a lot of money in Jumbajuice or other juice bars, buy this without any hesitation.  It will save you money in just a couple of months and will make you healthier in no time.","If you visit juice bars often, buy this!",1195344000,6,
4.0,True,"03 23, 2017",AZAZTU17XYYJR,B009G9PFO2,,John S.,"I have had good luck with VInk before but this toner for Brother TN 720/750 is dreadful. It leaks toner incessantly. I am replacing it with a non V4ink as there are too many posts on here regarding problems with this particular V4INK model. As an update I wish to clarify
that according to V4INK the product I bought was a ""knock -off"" and that unless the product states that it is V4INK and being fulfilled by Amazon that the product being purchased is not V4INK.",Avoid This. - Make sure you're really buying V4INK.,1490227200,,
4.0,True,"02 10, 2014",A3UEQ1CYG8E6D2,B001J2P9MM,"{'Color:': ' 12 Pack', 'Item Package Quantity:': ' 12', 'Package Quantity:': ' 12'}",Mr. G,So far so good.  The colors are spot on.  The cartridges are easy to install and the price is right.  Far cheaper than Officemax and Staples,Replacement ink,1391990400,,
4.0,True,"03 8, 2017",A25KXMLPNIZ11R,B00JKMVI50,{'Color:': ' Red'},Julio Rios,Great price and styling. Writes well with a medium line.,Review of EastVita 8812 Fountain Pen with Rosewood Barrael,1488931200,,
4.0,True,"03 19, 2015",ASE7ZBRDVU5KQ,B0050BPWBQ,{'Style:': ' Shredder'},T. Judkins,"Good except for one thing, we keep this turned off most of the time since we have children but the switch to turn it off and on slides to reverse way too easily.  This means that you end up with paper scraps sticking up (that were still in the mechanism when it stopped spinning from the previous operation) all the time that you can get to feed back down unless you find a piece of paper to shred to suck them back in.  So, it works well, but this makes it seem a bit unpolished.",Good except for one thing,1426723200,,
4.0,True,"12 28, 2014",A3VBF1J95ROAYF,B009L29MCU,,Helen Mari,It's beautiful...but it's also on the heavy side. I work in a hospital & we wear our ID badges on a retractable reel. But this does't stay upright on my scrub top to leans down. I wish they used a different kind of clip on the back that doesn't swivel around.,It's beautiful..,1419724800,,
4.0,True,"08 31, 2014",A1QF5VLTAX624P,B0013CFONM,{'Style:': ' Full Strip (210 staples/strip)'},shawn,work as expected.no issues.i would buy again.,makes a nice couple,1409443200,,
4.0,True,"08 2, 2015",A3UE1U7I5AHYXY,B002DVKLZ8,,&amp;amp;#34;Boog&amp;amp;#34; Powell,"Good quality ink at a great price and shipped, Prime, equals Fast.  Golly, what is not to like?!",Four Stars,1438473600,,
4.0,False,"11 26, 2014",A114QOX5SZ85Z3,B00006IFD2,"{'Size:': ' 4 x 6, 100 cards'}",dascanner,"As expected, and quick turn around.  Thank you.",Four Stars,1416960000,,
4.0,True,"12 12, 2014",A25P8TAALDCZXN,B00J5ZR4T6,{'Size:': ' 50 Sheets'},Kindle Customer,Looks as good as name brands I've used int the past,Four Stars,1418342400,,
4.0,True,"05 13, 2017",A2HPM8LTHANZ97,B00G1YFBA8,{'Size:': ' Set of 3'},MJ Buckman,"Work great -- and don't leave a ""grease"" ink residue behind.",Four Stars,1494633600,,
4.0,True,"05 31, 2017",A1SF39E61WWDJH,B000VXO4L2,"{'Size:': ' 60-Count', 'Color:': ' Washable', 'Style:': ' 0.24 oz'}",Scott T.,"Glue sticks, glorious glue sticks. Apply quickly as they do dry up kind of fast.",Four Stars,1496188800,,
4.0,True,"02 27, 2018",A3P9Z6T2MPYNY8,B00006IEI3,"{'Package Type:': ' Standard Packaging', 'Style:': ' SchoolPro'}",Virginia purchaser,"quite a pencil sharpener.  it is larger than expected but definitely does the job.  Nice shavings receptacle and do like the many sizes of pencils one can use with this.  It is a bit fancy for personal use, but should last a long time!",Nice shavings receptacle and do like the many sizes of ...,1519689600,,
4.0,True,"05 7, 2015",A3M1806XGV6C4B,B000CS787S,{'Size:': ' 12 in. x 150 ft.'},Denise Paolucci,"It's bubble wrap! It does what it's supposed to! It's a little less durable than some bubble wrap is -- the plastic is a little flimsy and easy to tear, and the bubbles are tiny and don't pad awesomely well -- but it does what it's supposed to do.",Exactly what it says on the tin,1430956800,,
4.0,True,"08 18, 2016",A131WM1II98TA,B00C5V8KIQ,,Mike Crumley,We use these everyday in the office. Great for marking up plans and documents.,Great for marking up plans and documents,1471478400,,
4.0,True,"04 14, 2014",ALB2U20GGGJWU,B0011EK90K,,Tulsa Jim,"I was expecting a harder plastic (from the description), but am still pleased enought to use the two units that I purchased.","""Softer"" than expected.",1397433600,,
4.0,True,"06 9, 2018",A1CDIDDO5B81I0,B00MAFZAE4,,James Taylor,Worked as expected.,Four Stars,1528502400,,
4.0,True,"11 25, 2012",A29B4NIO3N8ZTA,B0018HGRI8,,Edmond Lucky,Good quality.  They last a long time even with a medium point in the pen.  Easy to use...just pop in the barrel,Lamy Cartridges Refill.,1353801600,,
4.0,True,"07 20, 2015",ABYJKRZ4WRDAT,B0002T401Y,{'Color:': ' Charcoal'},cleverusername,"The Lamy Safari is a mainstay in pens under $50.  It makes every single ""best value pens"" list.  It should.  It writes great.  It has replaceable nibs.  The threads on it are clocked so that screwing it back together lines everything up.  It has an ink window so you can see when you're running low.

I take a star off because of it's looks.  I'm not a huge fan.  I think pens should be gold and lacquered and shiny.  The Safari is plastic and utilitarian.  The ""paper clip"" on the cap works well, but looks cheap.

If you are getting started with fountain pens, buy a Safari.  It will give you something to judge all your other pens by.

 I have used Noodler's Bulletproof Black ink and Waterman Black ink in this pen.  Both write fine with no skips.  I have found that if you leave it sit for a week it can be a smidgen hard to start again, but that is typical of most pens.  Write with it every other day and you'll be fine.",This pen is the benchmark for value pens.  Get one.,1437350400,2,
4.0,True,"05 3, 2018",A1KGC4S9MXMCGF,B009ZMGRPQ,{'Size:': ' 2 COUNT'},DLS,Thumbs up,Four Stars,1525305600,,
4.0,True,"01 29, 2018",A3EOWAI4Q4VG2P,B0189OFHSS,,Macchi,Nice cards and inside verse.  Good for my purpose.,Four Stars,1517184000,2,
4.0,True,"12 10, 2015",A2L8LN01ZPFPNZ,B010Q2P4JI,{'Size:': ' 1 Set 5 Colors(30%OFF)'},Sheila F. McCants,Great product that prints well and consistently. It is as good as the name brand and cost is so much less.,Never buying name brand again,1449705600,,
4.0,True,"03 23, 2018",AYR0049I3E5UB,B009QYH888,"{'Size:': ' 7-Pack Pouch', 'Color:': ' Assorted Colors'}",G Stevens,"I like these Gel pens, but the writing isn't smooth for all the colors...they skip.",Good but some colors skip,1521763200,,
4.0,True,"03 23, 2015",A12E9SNZ7RUKHN,B0007L1VLO,"{'Size:': ' 24 Pack', 'Style:': ' 0.7mm'}",Lou Ann Weider,Bright and colorful.  I like anything that brightens my day.  Love when I do not have to sharpen pencils.,Pretty Pretty Pencil,1427068800,,
4.0,True,"05 23, 2016",A5SDHJFZJ50RH,B00NL8B10Q,"{'Size:': ' 10-Pack', 'Color:': ' 10 Assorted Colors'}",Michael Blum,Very nice - well made and very functional.  Shipped quickly and arrived in great shape.,Well made and very functional,1463961600,,
4.0,True,"02 16, 2016",AP95D6Z6KRX67,B00M1VX5QC,"{'Color:': ' 6"" x 9"" Planning System Pad - Teal'}",Kindle Customer,"I like the idea, but found it was easier to track everything on the computer.",Good Idea,1455580800,,
4.0,True,"04 12, 2016",AIL5K2NLYBNP5,B00006HPXJ,,Mrs. T,Good product!,Four Stars,1460419200,,
4.0,True,"05 27, 2015",AY9DKDNF9DSR5,B008YD1V08,{'Style:': ' Printer'},Steve Seamans,Good low cost printer.,Four Stars,1432684800,,
4.0,True,"10 10, 2016",AVDINLHNTCKJD,B015ZCDY32,{'Color:': ' Blue'},Khaylae Reed,works great to hold all my pens.,Four Stars,1476057600,,
4.0,True,"09 10, 2013",A3AWHFPGLVEKSN,B001J2P9MM,"{'Color:': ' 12 Pack', 'Item Package Quantity:': ' 12', 'Package Quantity:': ' 12'}",Avida Reader,"Since the entire set of 12 was less than the price of a single ""real"" Brother cartridge, of course I was skeptical -- but I also didn't have much to lose and was fed up with robbing the piggy bank to pay for ""real"" cartridges, then severely limiting my printing to lower quality black, no colour, to prolong the time between purchases.
These ink cartridges work well in my Brother MFC-465CN, although there are a couple quirks:
Instead of just hitting ""print,"" I now have to highlight what I'm going to print, then print, whether it be a coupon or a photo or a page of words.
Also, the first cartridge inserted leaked and had to be tossed (it did not leak into the printer).  The second cartridge needed a little coaxing and re-insertion.  Third and fourth cartridges were fine.
I did have to print maybe 5 pages to get the cartridges primed, but after that, the ink colours have appeared 99 percent true, and they dry properly with no smearing.  I'm using colour more often now!
For my purposes, the inexpensive cost outweighs the quirks.",Can't beat the price,1378771200,,
4.0,True,"08 11, 2016",A37YHAES0WLLGY,B011KGIAGI,,Kimi M.,"I have been using this set of colored pens for my coloring-in addition to other mediums of course! I would not say they are perfect for coloring, but I can definitely use them and they work pretty well! A recommendable product which does also write well-which is what I believe most people are interested in with this brand.",Actually good for coloring too..,1470873600,,
4.0,False,"06 20, 2009",A7JPN1VQBXU62,B000Z8P69W,{'Size:': ' 0.5 Cubic Feet (Medium)'},Jarkay,"Solid product, enough space, good locking mechanism, nice to be able to bolt it to the floor.  At first, door wouldn't pop open after the combination was put in, until I filed a tiny ridge of dried enamel off one spot on the edge of the door. (The door closes very tightly). You could still open it with a good pull, but there's not much to grip on the knob you turn to open it.",Safe storage,1245456000,2,
4.0,False,"07 25, 2016",A3JLGYV7IN38YN,B017ETNV1E,,Kathi D,"A nice idea for naming the tabs--there is a template available at avery.com to let you print a sheet with names and insert it into a sheet protector at the back. You can also write on the tabs with a felt-tip marker.

As always with Avery, this divider set is high-quality. The only quibble I would have is that it seems a bit expensive.",Good Avery high-quality,1469404800,,
4.0,True,"03 13, 2018",A1Z9AMCPBCQE87,B001BL1T98,,Ken from WA State,ok,ok,1520899200,,
4.0,True,"01 27, 2018",A1PWQ7G56FG1OE,B00NCUVOAK,{'Style:': ' One Handset'},S. Loew,"I really do like this phone but I gave it 4 stars instead of 5 because of the hold button situation.  The satellite phones do not have a separate button to put the caller on hold.  I knew this in advance but ordered it anyway and while it's a pain, it still has a better design for my needs than many of the other phones I researched.  To use the HOLD button, you have to go into the MENU button and then scroll till you see HOLD on the screen and then click OK for it to hold.  So complicated and inconvenient.  Very stupidly designed.  There is a HOLD button on the base.  The base is great and has a large screen readout which is very nice.  I also like the large screen on the satellite phones which has an easy-to-read screen showing large names and numbers.  I've had the phone for a few years with zero problems.  It has a lot of bells and whistles I don't even use so I can't comment on the bluetooth technology or memory as I have not made use of them.",Great phone with one caveat.,1517011200,6,
4.0,True,"02 14, 2009",ARLPG7FN42GJN,B000V2MK8C,,Observer,"Canon sent me an Email asking me to review my printer. But when I clicked on the button, it took me to the general Canon site where I was supposed to find my printer.  Apparently the iP4500 is so old already that it was not listed.  So I decided to review it anyway here on Amazon.
By way of full disclosure, I used laser printers for some 25 years and this Canon is my first  inkjet printer.  So it is not surprising that I find it very slow and very expensive to operate.  I only bought it because my wife wanted to copy some color pictures of  fashion.  The printer did a great job of copying the pictures and my wife was delighted.

As for my own use of the printer, my main complaint is that I cannot set the  defaults.  I would like the printer to be set  on grayscale and preview.  The default is OFF.  Sometimes the printer does stay on my sets, and other times it reverts to the default.  The  retrieve function requires too many keystrokes and does not  permanently set the functions.  All this becomes even more complicated when I use the printer with other software such as the Microsoft Photo-Ed.  I have  tried to work around the problem by creating additional ""printers""  in Control Panel but they don't work any better than the original.  My current operating system is Vista x64.

Otherwise the printer is excellent.

However, after using the printer for a while, I  discovered that it is much too expensive to operate.  I was naive enough to think that if I only used black ink, the cost would be tolerable. But the printer actually draws from the colored inks even when you use only black. During my third black cartridge one of the colored cartridges was used up which would mean another sixty bucks for a set.  So I put the Pixma aside and will use it only when colored printing is required.  I bought  a Brother 1240 Laser Printer for very little money and that is what I use for everyday printing.",Too expensive to operate,1234569600,,
4.0,False,"08 31, 2009",AJE80Y9ES2HOV,B001DJ6DH6,,Cool Breeze,"My old Canon Pixma iP4200 worked pretty well for three years (noisy, but I got used to that), but during the last 6 months, the print heads printed horizontal lines on photos and images, no matter how many times I ran the maintenance routines.

So I upgraded to the Pixma iP4600.  It's a little quieter; photos and images come out fine in highest resolution; and I like that it's now mostly black instead of gray.

One quibble, however.....  I load the cassette tray with pre-printed sheets (company logo, etc), and I use the rear tray for everything that goes on blank paper.  I switch back and forth between the two Paper Sources multiple times a day.  Most drop-down boxes enable you to slide your cursor down to your selection and just let go of the mouse button -- you don't have to click to open the box and then click again on your selection.  In other words, as you drag the cursor down the list of options, each option is highlighted and becomes the active button.  This was true of the printing software for the Canon iP4200.  But with the iP4600 (and the Printing Preferences window looks exactly the same), you have to click and click again (ditto the drop-down box for Media Type).  It won't let you just click, slide, and let go.  This is a minor annoyance, but even minor annoyances take on greater proportions when you are working fast.  Canon claims they deliberately removed this function from the iP4600.  I think that's baloney.  I think it's a glitch.","Good printer, but one little problem",1251676800,,
4.0,True,"05 26, 2017",A3VEKCYW24MPW5,B00PMH71FI,{'Size:': ' 12 Pack'},beans,Good tape. Haven't noticed any difference between this and the Scotch brand equivalent.,Four Stars,1495756800,,
4.0,True,"12 21, 2014",A39LQIAL3PZBYX,B0142EMRDM,"{'Size:': ' DESIGN 1', 'Package Quantity:': ' 1'}",Amazon_Advocate,i love the buble wrap. great product,great!!!,1419120000,,
4.0,True,"05 22, 2016",A1494N203T4R49,B00IIDYVAQ,,Dale,They served my purpose and work fine.,Good replacement wheels,1463875200,,
4.0,True,"11 13, 2015",A2VUEM5U7ITPQK,B004GGMODU,"{'Color:': ' Black', 'Package Quantity:': ' 1'}",C Annie,"I got this for my sewing room for notion items. Well, the jury is still out on this one for only one reason: there is a place in the back (can't see it in the pictures) that does not have any support for taller items. Frankly,  am not sure what the area is for but I attached a black rubber band around the unit so it would hold taller tools securely. The other sections are useful and well-appointed but I just cannot understand what I could store on the back side either in the sewing room or in our business office on the desk because the tall implements would be loose and fall over. Is it for bottles of this or that? Don't know and pictures are no help; but my work-around is working and I like having everything at my fingertips. The unit is compact and turns smoothly. I have a lot of notions in it and it has a very small footprint. So I am giving it a 3.5 stars. Should I discover how that back section is supposed to be used, I will update.","Well, I am not too sure about this.",1447372800,,
4.0,False,"06 27, 2017",A9LOS31C3AP3E,B00X4SCCFG,{'Style:': ' 1-Pack'},"Niagara,NY","I purchased the AmazonBasics Adjustable Monitor Stand for my husband's computer.
He had been using one of our grandson's boxed games to raise the monitor screen.
This has made his work spare so much more better and with this it has given him some usable space under the stand.
This was truly worth the purchase.
I would give this a 5 star, but I don't ""love"" things - so ""excellent"" for us.",AmazonBasics Adjustable Monitor Stand ...,1498521600,,
4.0,True,"11 29, 2017",A1AYD0OENB6CEZ,B0075LDF90,"{'Size:': ' 5 1/2"" x 3 1/2""'}",F. Locke,As good or better than most.  Compares well with more expensive journals.  Well constructed. Line spacing is good.  Date area on top right very convenient.  Pocket on inside rear cover very handy.,As near perfect as possible for a journal of this size.,1511913600,,
4.0,True,"03 16, 2018",A1FMAY4CLORVUD,B009X9Z2FW,{'Size:': ' Fountain Pen'},JG,"At the price I paid, this was a nice deal.  I have no idea why the seller raised the price by $2 a few days later.  I was going to purchase another but now I'll wait.",Nice pen,1521158400,,
4.0,True,"03 17, 2018",A3LX9N71CZEP0J,B001AFL8GY,"{'Size:': ' 2400 sheets', 'style name:': ' Letter'}",kam-turtle,Good value and works for all the different printers we have tried.,Good value,1521244800,,
4.0,True,"11 14, 2014",ASRF2JRZ81IE3,B00007LB1S,{'Size:': ' Mid-Size (3 Feet Long)'},SARAH MARTIN,"I use this on my case at the Post Office to hold the ""Vacation Hold Notices"" so that I can look up and see the holds at a glance.",I use this on my case at the Post Office ...,1415923200,,
4.0,True,"02 9, 2014",A1VY390ZAUPFS,B0015VB4EE,,R. Koning,"This was rated by others as the blackest of the black ""bullet proof"" inks made by Noodler's. Once dried on paper it is bloody impossible to remove it, so bullet proof describes that pretty well. I am not as convinced about the blackness of the color. It seems more deep charcoal to me on the papers I'm used to using (copier paper). There is minimal feathering and the ink is fast drying. But there is some bleed-through if your pen is broader in the nib or if you nib pauses even a tiny bit in writing (top or bottom of strokes). So to avoid this, an extra fine nib, or one that is a bit ""drier"" is desirable; but these combinations accentuate the grayness too! So I am rating the ink down just one star for the color and the bleed-through on the cheap paper I like to use. The included pen is I think a Platinum Preppy that has been specially made for Noodler's as it has their logo instead of the nasty non-removable bar-code of Platinum pens. So I like it. This pen uses a o-ring seal on the barrel to make it a very large capacity eyedropper pen. The 4.5 oz bottle comes with the eyedropper, so they are a good pairing. I did put silicone grease on the threads just to be sure it would not leak. The pen writes smoothly and the nib could be described as Fine to Medium.",Nice Ink and Nice Pen,1391904000,2,
4.0,True,"01 16, 2017",A2JUPR8RWHSU3Z,B002M1JPTC,"{'Size:': ' 1-Set', 'Color:': ' White'}",Snippy X,"Just bought this for the erasers. Love this pencil, but can't find eraser refills any other way.",Love this pencil,1484524800,,
4.0,False,"10 24, 2017",ASPO6ZT7BDEXH,B004KK49XU,"{'Size:': ' 1 Roll', 'Style:': ' 1.88"" x 38.2 yards'}",Megan Harris,"This came as expected. My only issue is that it's difficult to get the tape started and continued. Although the packaging says ""sure start"" I would disagree with that statement. Overall, it served it's purpose.",Just Tape,1508803200,,
4.0,True,"09 3, 2014",A2GFLMKG74CKQ7,B000R2A4T8,,Joe Ferris,works great,Four Stars,1409702400,,
4.0,True,"03 1, 2014",A1NV2GD3Z42Z9Q,B000083E73,{'Size:': ' 100 PER BOX'},Lin,"We just got these in; it's a great deal, especially since they're security envelopes.
What I didn't realize was that it is very easy to re-open them after they're sealed.
I intentionally did not ordered the envelopes listed as ""resealable"", but that is what
these are.  I will still use them (and no more licking envelopes) but I now have to
put a piece of tape over the back to make sure it's opened by the person it was
intended for.","Self seal, yes, but easy to unseal",1393632000,,
4.0,True,"05 10, 2013",A230Q74IVSK6NU,B009YK2GOA,{'Size:': ' 3.5x5.25-inch'},nikki,"This little book is perfect for keeping passwords/websites in. Perfect size so that it's easy to store, and it's cool that they made it alphabetized. I also like that it doesn't say what it is on the front cover. Great idea and good price.",Good deal,1368144000,3,
4.0,True,"02 26, 2017",A2RX5P8OQRIWYI,B013TPSR8Y,{'Color:': ' Christmas Blend'},M. Anderson,"High quality, thick paper crinkle shreds.",Good crinkle shreds,1488067200,,
